x,y
5.544444561004639,5.544444561004639
5.544444561004639,5.544444561004639
5.544444561004639,5.544444561004639
5.544444561004639,5.544444561004639
5.544444561004639,5.544444561004639
5.544444561004639,5.544444561004639
5.544444561004639,5.544444561004639
5.544444561004639,5.544444561004639
5.544444561004639,5.544444561004639
5.544444561004639,5.544444561004639
5.544444561004639,5.544444561004639
5.544444561004639,5.544444561004639
5.544444561004639,5.544444561004639
5.544444561004639,5.544444561004639
5.960444450378418,5.544444561004639
6.376444339752197,5.544444561004639
6.856444358825684,5.544444561004639
7.368444442749023,5.544444561004639
7.560444355010986,5.544444561004639
7.560444355010986,5.544444561004639
7.560444355010986,5.544444561004639
7.560444355010986,5.544444561004639
7.560444355010986,5.544444561004639
7.560444355010986,5.544444561004639
7.560444355010986,5.544444561004639
7.610946178436279,6.053947925567627
7.6393537521362305,6.340543270111084
7.683542728424072,6.786358833312988
7.727731704711914,7.232173919677734
7.759295463562012,7.5506134033203125
7.759295463562012,7.5506134033203125
7.759295463562012,7.5506134033203125
7.784546375274658,7.805365085601807
7.831892013549805,8.283024787902832
7.879237174987793,8.7606840133667
7.939208507537842,9.365718841552734
7.942364692687988,9.397562980651855
7.942364692687988,9.397562980651855
7.942364692687988,9.397562980651855
7.942364692687988,9.397562980651855
7.821968078613281,9.354104042053223
7.400580406188965,9.201997756958008
6.888895034790039,9.017297744750977
6.407308578491211,8.843462944030762
6.04611873626709,8.713086128234863
5.955821514129639,8.680492401123047
5.474235534667969,8.506656646728516
5.082946300506592,8.365415573120117
4.601360321044922,8.191580772399902
4.14987325668335,8.028610229492188
4.14987325668335,8.028610229492188
3.758584499359131,7.887368679046631
3.3973946571350098,7.756992340087891
2.9459075927734375,7.594021797180176
2.675015449523926,7.496239185333252
2.675015449523926,7.496239185333252
2.675015449523926,7.496239185333252
2.783365249633789,7.337732791900635
3.0542399883270264,6.941466808319092
3.397348165512085,6.4395294189453125
3.632106304168701,6.096098899841309
3.8126893043518066,5.831921577453613
3.8126893043518066,5.831921577453613
3.8126893043518066,5.831921577453613
3.8126893043518066,5.831921577453613
3.8126893043518066,5.831921577453613
3.9373104572296143,6.018054485321045
4.293371200561523,6.549863815307617
4.596022605895996,7.001901626586914
4.774052619934082,7.267806053161621
4.774052619934082,7.267806053161621
4.774052619934082,7.267806053161621
5.073183536529541,7.082266807556152
5.5626702308654785,6.77865743637085
5.943382263183594,6.542516708374023
6.4872565269470215,6.205173015594482
6.4872565269470215,6.205173015594482
6.4872565269470215,6.205173015594482
6.4872565269470215,6.205173015594482
6.848055839538574,6.568447113037109
7.434354305267334,7.158767223358154
7.8177032470703125,7.544745922088623
7.90790319442749,7.63556432723999
7.90790319442749,7.63556432723999
7.90790319442749,7.63556432723999
8.1978120803833,7.383753776550293
8.680994987487793,6.964069843292236
9.019222259521484,6.670290946960449
9.429927825927734,6.313559532165527
9.429927825927734,6.313559532165527
9.429927825927734,6.313559532165527
9.429927825927734,6.313559532165527
9.246593475341797,5.940136909484863
9.00684928894043,5.451814651489258
8.738899230957031,4.906042575836182
8.541462898254395,4.503894805908203
8.287615776062012,3.9868478775024414
8.005562782287598,3.412351369857788
7.808126449584961,3.0102035999298096
7.6529974937438965,2.694230556488037
7.6529974937438965,2.694230556488037
7.6529974937438965,2.694230556488037
7.499844074249268,2.7405333518981934
6.91786003112793,2.9164843559265137
6.305245399475098,3.1016957759857178
5.692630767822266,3.286907196044922
5.2331695556640625,3.4258158206939697
4.344878673553467,3.6943724155426025
3.916048288345337,3.8240206241607666
3.487217903137207,3.9536685943603516
2.9358646869659424,4.120358943939209
2.4764037132263184,4.259267807006836
2.4764037132263184,4.259267807006836
2.4734256267547607,4.291128635406494
2.4168405532836914,4.89648962020874
2.3632333278656006,5.469989776611328
2.3066482543945312,6.075351238250732
2.256019353866577,6.616990089416504
2.1994340419769287,7.22235107421875
2.1428489685058594,7.827712059020996
2.127958059310913,7.987017631530762
2.1071109771728516,8.21004581451416
2.0564820766448975,8.751684188842773
2.0028750896453857,9.32518482208252
1.9969186782836914,9.388906478881836
1.9969186782836914,9.388906478881836
1.9969186782836914,9.388906478881836
2.117070436477661,9.344775199890137
2.567639112472534,9.179283142089844
2.9881701469421387,9.024823188781738
3.318587303161621,8.903462409973145
3.7391180992126465,8.749002456665039
3.889307737350464,8.693838119506836
3.889307737350464,8.693838119506836
3.889307737350464,8.693838119506836
3.889307737350464,8.693838119506836
3.889307737350464,8.693838119506836
3.889307737350464,8.693838119506836
3.889307737350464,8.693838119506836
3.889307737350464,8.693838119506836
3.889307737350464,8.693838119506836
